Code,Name,Hex,Group,Description,Color Family,Rooms,Recommended Use,Color Temperature,Tonality,Interior/Exterior,Color Collection,Style,Opacity
RAL 6009,Fir green,#31372B,Greens,Fir Green – coniferous deep green; timeless and robust,Greens,"Living Room, Bedroom, Office, Bathroom, Hospitality, Exterior","Accent Walls, Decorative Accents",Neutral,Dark,Both,RAL Standard Collection,Timeless,Complete Coverage
RAL 6010,Grass green,#35682D,Greens,"Grass Green – fresh, natural green; vibrant and energizing",Greens,"Living Room, Bedroom, Office, Bathroom, Hospitality, Exterior","Feature Walls, Decorative Accents",Neutral,Medium,Interior,RAL Standard Collection,Vibrant,Full Coverage
RAL 6011,Reseda green,#587246,Greens,Reseda Green – muted leafy green; calm and versatile,Greens,"Living Room, Bedroom, Office, Bathroom, Hospitality, Exterior","Feature Walls, Decorative Accents",Neutral,Medium,Interior,RAL Standard Collection,Soft,Full Coverage
RAL 6012,Black green,#343E40,Greens,Black Green – very dark green with grey tone; sleek and grounding,Greens,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality, Exterior","Walls, Accent Walls",Neutral,Dark,Both,RAL Standard Collection,Moody,Excellent Coverage
RAL 6013,Reed green,#6C7156,Greens,Reed Green – natural muted green; subtle and timeless,Greens,"Living Room, Bedroom, Office, Bathroom, Hospitality, Exterior","Feature Walls, Decorative Accents",Neutral,Medium,Interior,RAL Standard Collection,Timeless,Full Coverage
RAL 6014,Yellow olive,#47402E,Earthy,Yellow Olive – earthy olive-brown; rustic and grounding,Browns,"Living Room, Dining Room, Office, Hospitality, Exterior","Accent Walls, Industrial Applications",Neutral,Dark,Both,RAL Standard Collection,Heritage,Excellent Coverage
RAL 6015,Black olive,#3B3C36,Greens,Black Olive – near-black olive green; dramatic and modern,Greens,"Living Room, Bedroom, Office, Bathroom, Hospitality, Exterior","Walls, Ceilings, Trim",Neutral,Dark,Both,RAL Standard Collection,Classic,Excellent Coverage
RAL 6016,Turquoise green,#1E5945,Greens,Turquoise Green – cool green-teal; lively and bold,Greens,"Living Room, Bedroom, Office, Bathroom, Hospitality, Exterior","Accent Walls, Industrial Applications",Cool,Dark,Both,RAL Standard Collection,Bold,Excellent Coverage
RAL 6017,May green,#4C9141,Greens,May Green – bright spring green; fresh and energizing,Greens,"Living Room, Bedroom, Office, Bathroom, Hospitality, Exterior","Feature Walls, Decorative Accents",Neutral,Medium,Interior,RAL Standard Collection,Vibrant,Full Coverage
RAL 6018,Yellow green,#57B74C,Greens,Yellow Green – citrus-tinted green; dynamic and playful,Greens,"Living Room, Bedroom, Office, Bathroom, Hospitality, Exterior","Feature Walls, Decorative Accents",Warm,Medium,Interior,RAL Standard Collection,Playful,Full Coverage
RAL 6019,Pastel green,#BDECB6,Greens,Pastel Green – soft minty green; light and refreshing,Greens,"Living Room, Bedroom, Office, Bathroom, Hospitality, Exterior, Kids Room, Kitchen","Feature Walls, Bedrooms",Neutral,Light,Interior,RAL Standard Collection,Soft,High Coverage
RAL 6020,Chrome green,#36422F,Greens,Chrome Green – deep industrial green; strong and reliable,Greens,"Living Room, Bedroom, Office, Bathroom, Hospitality, Exterior","Accent Walls, Industrial Applications",Neutral,Dark,Both,RAL Standard Collection,Strong,Excellent Coverage
RAL 6021,Pale green,#8A9977,Greens,Pale Green – gentle muted green; calming and restorative,Greens,"Living Room, Bedroom, Office, Bathroom, Hospitality, Exterior","Feature Walls, Decorative Accents",Neutral,Medium,Interior,RAL Standard Collection,Calming,Full Coverage
RAL 6022,Olive drab,#393122,Earthy,Olive Drab – dark military olive; rugged and strong,Greens,"Living Room, Bedroom, Office, Bathroom, Hospitality, Exterior","Walls, Industrial Applications",Neutral,Dark,Both,RAL Standard Collection,Robust,Complete Coverage
RAL 6024,Traffic green,#308446,Greens,Traffic Green – bright signal green; vivid and eye-catching,Greens,"Living Room, Bedroom, Office, Bathroom, Hospitality, Exterior, Retail","Feature Walls, Decorative Accents",Neutral,Medium,Interior,RAL Standard Collection,Vibrant,Full Coverage
RAL 6025,Fern green,#3D642D,Greens,Fern Green – natural woodland green; grounded and organic,Greens,"Living Room, Bedroom, Office, Bathroom, Hospitality, Exterior","Feature Walls, Decorative Accents",Neutral,Medium,Interior,RAL Standard Collection,Earthy,Full Coverage
RAL 6026,Opal green,#015D52,Greens,Opal Green – jewel-toned deep teal; striking and bold,Greens,"Living Room, Bedroom, Office, Bathroom, Hospitality, Exterior","Accent Walls, Industrial Applications",Cool,Dark,Both,RAL Standard Collection,Bold,Excellent Coverage
RAL 6027,Light green,#84C3BE,Greens,Light Green – fresh aqua-green; bright and airy,Greens,"Living Room, Bedroom, Office, Bathroom, Hospitality, Exterior","Feature Walls, Decorative Accents",Cool,Medium,Interior,RAL Standard Collection,Refreshing,Full Coverage
RAL 6028,Pine green,#2C5545,Greens,Pine Green – dark evergreen; strong and natural,Greens,"Living Room, Bedroom, Office, Bathroom, Hospitality, Exterior","Feature Walls, Decorative Accents",Neutral,Medium,Interior,RAL Standard Collection,Heritage,Full Coverage
RAL 6029,Mint green,#20603D,Greens,Mint Green – cool saturated green; fresh and invigorating,Greens,"Living Room, Bedroom, Office, Bathroom, Hospitality, Exterior, Kitchen","Feature Walls, Decorative Accents",Neutral,Medium,Interior,RAL Standard Collection,Playful,Full Coverage
RAL 6031,Bronze green,#4B573E,Greens,Bronze Green – muted olive-bronze; traditional and grounding,Greens,"Living Room, Bedroom, Office, Bathroom, Hospitality, Exterior","Feature Walls, Decorative Accents",Neutral,Medium,Interior,RAL Standard Collection,Traditional,Full Coverage
RAL 6032,Signal green,#317F43,Greens,Signal Green – crisp saturated green; bold and reliable,Greens,"Living Room, Bedroom, Office, Bathroom, Hospitality, Exterior, Retail","Feature Walls, Decorative Accents",Neutral,Medium,Interior,RAL Standard Collection,Bold,Full Coverage
RAL 6033,Mint turquoise,#497E76,Greens,Mint Turquoise – teal-mint blend; cool and refreshing,Greens,"Living Room, Bedroom, Office, Bathroom, Hospitality, Exterior, Kitchen","Feature Walls, Decorative Accents",Cool,Medium,Interior,RAL Standard Collection,Refreshing,Full Coverage
RAL 6034,Pastel turquoise,#7FB5B5,Greens,Pastel Turquoise – gentle aqua turquoise; light and soothing,Greens,"Living Room, Bedroom, Office, Bathroom, Hospitality, Exterior","Feature Walls, Decorative Accents",Cool,Medium,Interior,RAL Standard Collection,Soft,Full Coverage
RAL 6035,Pearl green,#1B542C,Greens,Pearl Green – deep pearl green; elegant and bold,Greens,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality, Exterior","Accent Walls, Industrial Applications",Neutral,Dark,Both,RAL Standard Collection,Strong,Excellent Coverage
RAL 6036,Pearl opal green,#005D4C,Greens,Pearl Opal Green – jewel deep emerald-teal; luxurious and dramatic,Greens,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality, Exterior","Accent Walls, Industrial Applications",Cool,Dark,Both,RAL Standard Collection,Rich,Excellent Coverage
RAL 6037,Pure green,#25E712,Greens,Pure Green – vivid saturated green; lively and modern,Greens,"Living Room, Bedroom, Office, Bathroom, Hospitality, Exterior","Feature Walls, Decorative Accents",Warm,Medium,Interior,RAL Standard Collection,Vibrant,Full Coverage
RAL 6038,Luminous green,#00F700,Greens,Luminous Green – neon vivid green for high-impact accents,Greens,"Living Room, Bedroom, Office, Bathroom, Hospitality, Exterior","Accent Walls, Decorative Accents",Warm,Medium,Interior,RAL Standard Collection,Vibrant,Full Coverage
RAL 6039,Fibrous green,#005D52,Greens,"Fibrous Green – deep teal-green; bold, modern, and architectural",Greens,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality, Exterior","Accent Walls, Industrial Applications",Cool,Dark,Both,RAL Standard Collection,Bold,Excellent Coverage
RAL 7000,Squirrel grey,#78858B,Greys,Squirrel Grey – balanced mid grey; calm and versatile,Greys,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality","Walls, Ceilings, Trim",Neutral,Medium,Both,RAL Standard Collection,Timeless,Full Coverage
RAL 7001,Silver grey,#8A9597,Greys,"Silver Grey – clean silvery grey for crisp, modern spaces",Greys,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality","Walls, Ceilings, Trim",Neutral,Medium,Both,RAL Standard Collection,Modern Classic,Full Coverage
RAL 7002,Olive grey,#7E7B52,Earthy,Olive Grey – warm olive-tinged grey; grounded and subtle,Greys,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality","Feature Walls, Decorative Accents",Warm,Medium,Interior,RAL Standard Collection,Earthy,Full Coverage
RAL 7003,Moss grey,#6C7059,Greys,Moss Grey – softened green-grey; understated and natural,Greys,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality","Walls, Ceilings, Trim",Neutral,Medium,Both,RAL Standard Collection,Subtle,Full Coverage
RAL 7004,Signal grey,#969992,Greys,Signal Grey – reliable neutral for unified schemes,Greys,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality, Exterior","Walls, Ceilings, Trim",Neutral,Medium,Both,RAL Standard Collection,Minimalist,Full Coverage
RAL 7005,Mouse grey,#646B63,Greys,Mouse Grey – sturdy mid-dark grey; excellent for contrast,Greys,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality","Walls, Ceilings, Trim",Neutral,Medium,Both,RAL Standard Collection,Industrial,Full Coverage
RAL 7006,Beige grey,#756F61,Earthy,Beige Grey – warm beige-grey; cozy and versatile,Beiges,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality","Walls, Ceilings, Trim",Warm,Medium,Both,RAL Standard Collection,Transitional,Full Coverage
RAL 7008,Khaki grey,#6A5F31,Earthy,Khaki Grey – brown-khaki depth; rugged and grounded,Browns,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality, Exterior","Feature Walls, Decorative Accents",Warm,Medium,Both,RAL Standard Collection,Heritage,Full Coverage
RAL 7009,Green grey,#4D5645,Greys,"Green Grey – cool, muted grey-green; composed and practical",Greys,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality","Walls, Ceilings, Trim",Neutral,Medium,Both,RAL Standard Collection,Classic,Full Coverage
RAL 7010,Tarpaulin grey,#4C514A,Greys,Tarpaulin Grey – robust utility grey; steady and discreet,Greys,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality","Walls, Ceilings, Trim",Neutral,Medium,Both,RAL Standard Collection,Industrial,Full Coverage
RAL 7011,Iron grey,#434B4D,Greys,Iron Grey – graphite-leaning grey; firm and architectural,Greys,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality","Walls, Ceilings, Trim",Neutral,Medium,Both,RAL Standard Collection,Modern Classic,Full Coverage
RAL 7012,Basalt grey,#4E5754,Greys,Basalt Grey – cool stone grey; refined and durable,Greys,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality","Walls, Ceilings, Trim",Neutral,Medium,Both,RAL Standard Collection,Classic,Full Coverage
RAL 7013,Brown grey,#464531,Earthy,Brown Grey – deep brown-cast grey; warm and grounding,Browns,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality","Walls, Ceilings, Trim",Neutral,Dark,Both,RAL Standard Collection,Moody,Excellent Coverage
RAL 7015,Slate grey,#434750,Greys,Slate Grey – crisp slate tone for clear definition,Greys,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality","Walls, Ceilings, Trim",Neutral,Medium,Both,RAL Standard Collection,Modern Classic,Full Coverage
RAL 7016,Anthracite grey,#383E42,Greys,Anthracite Grey – popular dark grey; dramatic contrast,Greys,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality","Walls, Ceilings, Trim",Neutral,Dark,Both,RAL Standard Collection,Contemporary,Excellent Coverage
RAL 7021,Black grey,#23282B,Classic,Black Grey – ultra-dark grey-black; sleek and timeless,Blacks,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality, Exterior","Walls, Ceilings, Trim",Neutral,Dark,Both,RAL Standard Collection,Timeless,Complete Coverage
RAL 7022,Umbra grey,#332F2C,Earthy,Umbra Grey – brown-umbered dark grey; rich and grounded,Browns,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality, Exterior","Walls, Ceilings, Trim",Neutral,Dark,Both,RAL Standard Collection,Heritage,Complete Coverage
RAL 7023,Concrete grey,#686C5E,Greys,Concrete Grey – utilitarian cement grey; steady and clean,Greys,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality","Walls, Ceilings, Trim",Neutral,Medium,Both,RAL Standard Collection,Minimalist,Full Coverage
RAL 7024,Graphite grey,#474A51,Greys,Graphite Grey – technical dark grey; sharp and modern,Greys,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality","Walls, Ceilings, Trim",Neutral,Medium,Both,RAL Standard Collection,Industrial,Full Coverage
RAL 7026,Granite grey,#2F353B,Classic,Granite Grey – very dark stone grey; powerful and composed,Greys,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality","Walls, Ceilings, Trim",Neutral,Dark,Both,RAL Standard Collection,Moody,Excellent Coverage
RAL 7030,Stone grey,#8B8C7A,Greys,Stone Grey – natural mineral grey; balanced and adaptable,Greys,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality","Walls, Ceilings, Trim",Neutral,Medium,Both,RAL Standard Collection,Classic,Full Coverage
RAL 7031,Blue grey,#474B4E,Greys,Blue Grey – grey with blue cast; cool and composed,Greys,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality, Exterior","Walls, Ceilings, Trim",Cool,Medium,Both,RAL Standard Collection,Subtle,Full Coverage
RAL 7032,Pebble grey,#B8BDB6,Greys,Pebble Grey – light pebble tone; airy and clean,Greys,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality, Exterior","Walls, Ceilings, Trim",Neutral,Light,Both,RAL Standard Collection,Minimalist,High Coverage
RAL 7033,Cement grey,#7D8471,Greys,Cement Grey – cool utilitarian grey; steady and professional,Greys,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality","Walls, Ceilings, Trim",Neutral,Medium,Both,RAL Standard Collection,Industrial,Full Coverage
RAL 7034,Yellow grey,#8F8B66,Earthy,Yellow Grey – warm grey with subtle yellow cast; grounding,Greys,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality","Feature Walls, Decorative Accents",Warm,Medium,Interior,RAL Standard Collection,Earthy,Full Coverage
RAL 7035,Light grey,#D7D7D7,Greys,Light Grey – crisp light grey; versatile and airy,Greys,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality, Exterior","Walls, Ceilings, Trim",Neutral,Light,Both,RAL Standard Collection,Soft,Complete Coverage
RAL 7036,Platinum grey,#7F7679,Greys,Platinum Grey – sophisticated grey with subtle warmth,Greys,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality","Walls, Ceilings, Trim",Neutral,Medium,Both,RAL Standard Collection,Contemporary,Full Coverage
RAL 7037,Dusty grey,#7D7F7D,Greys,Dusty Grey – muted flat grey; balanced and understated,Greys,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality","Walls, Ceilings, Trim",Neutral,Medium,Both,RAL Standard Collection,Minimalist,Full Coverage
RAL 7038,Agate grey,#B5B8B1,Greys,Agate Grey – light stone-grey; subtle and calming,Greys,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality, Exterior","Walls, Ceilings, Trim",Neutral,Light,Both,RAL Standard Collection,Soft,Full Coverage
RAL 7039,Quartz grey,#6C6960,Greys,Quartz Grey – deep muted grey; natural and strong,Greys,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality","Walls, Ceilings, Trim",Neutral,Medium,Both,RAL Standard Collection,Classic,Full Coverage
RAL 7040,Window grey,#9DA1AA,Greys,Window Grey – clear mid-grey; crisp and clean,Greys,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality, Exterior","Walls, Ceilings, Trim",Neutral,Medium,Both,RAL Standard Collection,Modern Classic,Full Coverage
RAL 7042,Traffic grey A,#8D948D,Greys,Traffic Grey A – functional urban grey; reliable,Greys,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality, Exterior","Walls, Ceilings, Trim",Neutral,Medium,Both,RAL Standard Collection,Industrial,Full Coverage
RAL 7043,Traffic grey B,#4E5452,Greys,"Traffic Grey B – dark, strong grey; robust and serious",Greys,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality, Exterior","Walls, Ceilings, Trim",Neutral,Medium,Both,RAL Standard Collection,Strong,Full Coverage
RAL 7044,Silk grey,#CAC4B0,Greys,Silk Grey – light beige-grey; elegant and soft,Greys,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality, Exterior","Feature Walls, Bedrooms",Neutral,Light,Interior,RAL Standard Collection,Soft,High Coverage
RAL 7045,Telegrey 1,#909090,Greys,Telegrey 1 – balanced neutral grey; technical and versatile,Greys,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality","Walls, Ceilings, Trim",Neutral,Medium,Both,RAL Standard Collection,Minimalist,Full Coverage
RAL 7046,Telegrey 2,#82898F,Greys,Telegrey 2 – slightly blue-grey; modern and practical,Greys,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality","Walls, Ceilings, Trim",Neutral,Medium,Both,RAL Standard Collection,Modern Classic,Full Coverage
RAL 7047,Telegrey 4,#D0D0D0,Greys,Telegrey 4 – very light grey; bright and versatile,Greys,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality, Exterior","Walls, Ceilings, Trim",Neutral,Light,Both,RAL Standard Collection,Soft,Complete Coverage
RAL 7048,Pearl mouse grey,#898176,Greys,Pearl Mouse Grey – mid-grey with pearlescent depth,Greys,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality","Walls, Ceilings, Trim",Neutral,Medium,Both,RAL Standard Collection,Classic,Full Coverage
RAL 8000,Green brown,#826C34,Earthy,Green Brown – earthy brown-green; warm and rustic,Browns,"Living Room, Dining Room, Office, Hospitality, Exterior","Feature Walls, Decorative Accents",Warm,Medium,Both,RAL Standard Collection,Earthy,Full Coverage
RAL 8001,Ochre brown,#955F20,Earthy,Ochre Brown – warm ochre-toned brown; strong and natural,Browns,"Living Room, Dining Room, Office, Hospitality, Exterior","Feature Walls, Decorative Accents",Warm,Medium,Both,RAL Standard Collection,Traditional,Full Coverage
RAL 8002,Signal brown,#6C3B2A,Earthy,Signal Brown – dark red-brown; strong and grounded,Browns,"Living Room, Dining Room, Office, Hospitality, Exterior, Retail","Feature Walls, Decorative Accents",Warm,Medium,Both,RAL Standard Collection,Bold,Full Coverage
RAL 8003,Clay brown,#734222,Earthy,Clay Brown – earthy brown tone; natural and grounded,Browns,"Living Room, Dining Room, Office, Hospitality, Exterior","Feature Walls, Decorative Accents",Warm,Medium,Both,RAL Standard Collection,Classic,Full Coverage
RAL 8004,Copper brown,#8E402A,Earthy,Copper Brown – metallic warm brown; rich and glowing,Browns,"Living Room, Dining Room, Office, Hospitality, Exterior","Feature Walls, Decorative Accents",Warm,Medium,Both,RAL Standard Collection,Rich,Full Coverage
RAL 8007,Fawn brown,#59351F,Earthy,Fawn Brown – deep dark brown; warm and rustic,Browns,"Living Room, Dining Room, Office, Hospitality, Exterior","Accent Walls, Industrial Applications",Warm,Dark,Both,RAL Standard Collection,Strong,Excellent Coverage
RAL 8008,Olive brown,#6F4F28,Earthy,Olive Brown – greenish earthy brown; muted and grounded,Browns,"Living Room, Dining Room, Office, Hospitality, Exterior","Feature Walls, Decorative Accents",Warm,Medium,Both,RAL Standard Collection,Earthy,Full Coverage
RAL 8012,Red brown,#592321,Earthy,Red Brown – dark reddish brown; rich and powerful,Browns,"Living Room, Dining Room, Office, Hospitality, Exterior","Accent Walls, Industrial Applications",Neutral,Dark,Both,RAL Standard Collection,Bold,Excellent Coverage
RAL 8014,Sepia brown,#382C1E,Earthy,Sepia Brown – very dark brown; vintage and dramatic,Browns,"Living Room, Dining Room, Office, Hospitality, Exterior","Accent Walls, Industrial Applications",Neutral,Dark,Both,RAL Standard Collection,Heritage,Excellent Coverage
RAL 8015,Chestnut brown,#633A34,Earthy,Chestnut Brown – deep chestnut tone; warm and strong,Browns,"Living Room, Dining Room, Office, Hospitality, Exterior","Accent Walls, Industrial Applications",Neutral,Dark,Both,RAL Standard Collection,Classic,Excellent Coverage
RAL 8016,Mahogany brown,#4C2F27,Earthy,Mahogany Brown – rich dark wood tone; elegant and durable,Browns,"Living Room, Dining Room, Office, Hospitality, Exterior","Accent Walls, Industrial Applications",Neutral,Dark,Both,RAL Standard Collection,Classic,Excellent Coverage
RAL 8017,Chocolate brown,#45322E,Earthy,Chocolate Brown – deep cocoa brown; cozy and grounding,Browns,"Living Room, Dining Room, Office, Hospitality, Exterior","Walls, Ceilings, Trim",Neutral,Dark,Both,RAL Standard Collection,Moody,Excellent Coverage
RAL 8019,Grey brown,#403A3A,Greys,Grey Brown – balanced brown-grey; versatile and subtle,Greys,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality","Walls, Ceilings, Trim",Neutral,Dark,Both,RAL Standard Collection,Classic,Excellent Coverage
RAL 8023,Orange brown,#A45729,Earthy,Orange Brown – warm earthy brown-orange; vibrant accent,Browns,"Living Room, Dining Room, Office, Hospitality, Exterior","Feature Walls, Decorative Accents",Warm,Medium,Interior,RAL Standard Collection,Rich,Full Coverage
RAL 8024,Beige brown,#795038,Earthy,Beige Brown – soft medium brown; warm and approachable,Browns,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality, Exterior","Feature Walls, Decorative Accents",Warm,Medium,Both,RAL Standard Collection,Transitional,Full Coverage
RAL 8025,Pale brown,#755C48,Earthy,Pale Brown – muted earthy brown; grounded and calm,Browns,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality, Exterior","Feature Walls, Decorative Accents",Neutral,Medium,Both,RAL Standard Collection,Grounding,Full Coverage
RAL 8028,Terra brown,#4E3629,Earthy,Terra Brown – earthy soil tone; strong and authentic,Browns,"Living Room, Dining Room, Office, Hospitality, Exterior","Accent Walls, Industrial Applications",Neutral,Dark,Both,RAL Standard Collection,Heritage,Excellent Coverage
RAL 8029,Pearl copper,#763C28,Earthy,Pearl Copper – metallic warm copper-brown; rich and bold,Browns,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality, Exterior","Feature Walls, Decorative Accents",Warm,Medium,Both,RAL Standard Collection,Luxury,Full Coverage
RAL 9001,Cream,#F6F1CE,Whites & Off Whites,Cream – soft warm white; inviting and elegant,Beiges,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality, Exterior","Feature Walls, Bedrooms, Living Areas",Warm,Light,Interior,RAL Standard Collection,Pale,High Coverage
RAL 9002,Grey white,#E4E3E1,Whites & Off Whites,Grey White – subtle cool white; versatile and clean,Greys,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality, Exterior","Walls, Ceilings, Trim",Neutral,Light,Both,RAL Standard Collection,Minimalist,Complete Coverage
RAL 9003,Signal white,#F4F4F4,Whites & Off Whites,Signal White – bright pure white; crisp and modern,Greys,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality, Exterior","Walls, Ceilings, Trim",Neutral,Light,Both,RAL Standard Collection,Modern Classic,Complete Coverage
RAL 9004,Signal black,#282828,Classic,Signal Black – deep charcoal black; sleek and strong,Blacks,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality, Exterior","Walls, Ceilings, Trim",Neutral,Dark,Both,RAL Standard Collection,Strong,Complete Coverage
RAL 9005,Jet black,#0A0A0A,Classic,Jet Black – absolute black; dramatic and timeless,Blacks,"Office, Retail, Exterior, Hospitality","Walls, Ceilings, Trim",Neutral,Dark,Both,RAL Standard Collection,Timeless,Complete Coverage
RAL 9006,White aluminium,#A5A5A5,Greys,White Aluminium – metallic silver-grey; reflective and modern,Greys,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality","Walls, Ceilings, Trim",Neutral,Medium,Both,RAL Standard Collection,Modern,Full Coverage
RAL 9007,Grey aluminium,#8F8F8F,Greys,Grey Aluminium – mid metallic grey; industrial and robust,Greys,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality","Walls, Ceilings, Trim",Neutral,Medium,Both,RAL Standard Collection,Industrial,Full Coverage
RAL 9010,Pure white,#FFFFFF,Whites & Off Whites,Pure White – classic bright white; timeless and clean,Greys,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality, Exterior","Walls, Ceilings, Trim",Neutral,Light,Both,RAL Standard Collection,Classic,Complete Coverage
RAL 9011,Graphite black,#1C1C1C,Classic,Graphite Black – dark graphite tone; sleek and strong,Blacks,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality, Exterior","Walls, Ceilings, Trim",Neutral,Dark,Both,RAL Standard Collection,Modern Classic,Complete Coverage
RAL 9012,Clean room white,#EDEEEC,Whites & Off Whites,Clean Room White – hygienic clean white; sterile and crisp,Whites,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality, Exterior","Walls, Ceilings, Trim",Neutral,Light,Both,RAL Standard Collection,Minimalist,Complete Coverage
RAL 9016,Traffic white,#F6F6F6,Whites & Off Whites,Traffic White – clean neutral white; versatile and bright,Whites,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality, Exterior","Walls, Ceilings, Trim",Neutral,Light,Both,RAL Standard Collection,Soft,Complete Coverage
RAL 9017,Traffic black,#1E1E1E,Classic,Traffic Black – strong urban black; timeless and bold,Blacks,"Office, Retail, Exterior, Hospitality","Walls, Ceilings, Trim",Neutral,Dark,Both,RAL Standard Collection,Industrial,Complete Coverage
RAL 9018,Papyrus white,#D7D4D1,Whites & Off Whites,Papyrus White – soft parchment white; subtle and refined,Whites,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality, Exterior","Walls, Ceilings, Trim",Neutral,Light,Both,RAL Standard Collection,Classic,Complete Coverage
RAL 9022,Pearl light grey,#9C9C9C,Greys,Pearl Light Grey – metallic light grey; modern and balanced,Greys,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality","Walls, Ceilings, Trim",Neutral,Medium,Both,RAL Standard Collection,Modern,Full Coverage
RAL 9023,Pearl dark grey,#828282,Greys,Pearl Dark Grey – metallic mid-grey; bold and technical,Greys,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality","Walls, Ceilings, Trim",Neutral,Medium,Both,RAL Standard Collection,Industrial,Full Coverage
SA04,Mysore Ivory,#FFFFF0,Decor Suggested Combinations,Decor accents,Whites,Bedrooms,Primary Walls,Warm,Light,Interior,Royale,,
